churn,MonthlyRevenue,TotalRecurringCharge,OverageMinutes,PercChangeRevenues,MonthlyMinutes,PercChangeMinutes,RoamingCalls,DroppedCalls,BlockedCalls,CustomerCareCalls,MonthsInService,CurrentEquipmentDays,HandsetPrice,HandsetRefurbished,HandsetWebCapable,AgeHH1,CreditRating,IncomeGroup,Occupation,ReferralsMadeBySubscriber
Yes,32.47,25.0,4.0,-3.9,139.0,-20.0,2.7,1.0,1.3,0.0,28,847.0,Unknown,No,Yes,44.0,1-Highest,8,Other,0
No,39.99,50.0,0.0,0.0,192.0,6.0,0.0,2.0,3.3,0.0,7,190.0,Unknown,No,Yes,64.0,2-High,4,Other,0
No,31.08,40.0,0.0,-1.1,260.0,-14.0,1.1,0.7,3.0,0.0,16,481.0,Unknown,Yes,No,54.0,2-High,1,Other,0
No,-6.17,-6.0,0.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,7,203.0,Unknown,Yes,Yes,0.0,7-Lowest,6,Other,0
No,88.92,60.0,128.0,2.5,1130.0,8.0,0.2,9.3,0.0,6.0,44,348.0,200,No,Yes,0.0,1-Highest,5,Other,0
Yes,353.81,10.0,1117.0,-20.7,4339.0,412.0,0.0,37.3,1.7,2.0,11,348.0,Unknown,No,Yes,0.0,2-High,0,Other,0
No,49.5,40.0,43.0,-16.7,336.0,-64.0,0.5,0.0,0.0,0.0,14,396.0,Unknown,No,Yes,66.0,4-Medium,7,Professional,0
No,30.84,30.0,0.0,-0.8,279.0,26.0,0.1,4.7,1.0,4.3,21,622.0,60,No,Yes,38.0,3-Good,5,Professional,0
No,14.99,10.0,12.0,-5.0,400.0,76.0,1.0,24.0,3.3,0.0,25,36.0,80,No,Yes,0.0,3-Good,0,Other,0
No,30.0,30.0,0.0,0.0,257.0,71.0,0.0,9.0,0.0,0.0,27,634.0,80,Yes,Yes,44.0,1-Highest,5,Other,0
No,13.62,10.0,0.0,-0.4,28.0,-18.0,0.3,0.0,0.3,0.0,16,479.0,Unknown,No,No,36.0,3-Good,8,Professional,0
No,9.85,10.0,0.0,0.6,343.0,134.0,0.0,8.3,0.0,0.0,24,418.0,60,No,Yes,42.0,1-Highest,3,Other,0
Yes,58.38,73.0,14.0,-58.4,598.0,-153.0,0.0,1.7,4.0,0.0,48,911.0,30,No,Yes,0.0,4-Medium,0,Other,0
No,17.59,19.0,0.0,-17.6,94.0,-94.0,0.0,0.0,0.0,0.0,14,117.0,100,No,Yes,38.0,4-Medium,1,Other,0
No,58.09,60.0,35.0,-8.1,484.0,-72.0,0.0,0.0,0.0,0.0,11,348.0,Unknown,No,Yes,28.0,1-Highest,4,Professional,0
No,19.0,10.0,0.0,-9.0,432.0,204.0,0.2,3.3,0.0,0.0,12,105.0,60,No,Yes,44.0,1-Highest,8,Other,0
No,58.75,32.0,70.0,-14.6,425.0,-163.0,0.0,6.3,36.3,0.0,20,588.0,30,No,Yes,0.0,2-High,0,Other,0
Yes,10.0,10.0,0.0,0.0,24.0,-18.0,0.0,0.0,0.0,0.0,14,402.0,Unknown,No,Yes,0.0,2-High,0,Other,0
No,46.07,52.0,6.0,-11.1,273.0,37.0,2.2,1.7,24.3,4.7,9,96.0,100,No,Yes,40.0,5-Low,6,Other,0
No,100.35,85.0,50.0,-12.7,763.0,231.0,0.0,4.0,2.7,0.0,34,415.0,30,No,Yes,46.0,1-Highest,9,Professional,0
Yes,33.37,30.0,0.0,3.4,122.0,94.0,2.2,0.0,1.3,0.0,29,879.0,Unknown,No,No,62.0,3-Good,7,Other,0
No,49.97,47.0,43.0,-3.4,1023.0,294.0,0.0,26.3,2.3,0.7,18,545.0,Unknown,No,Yes,,2-High,0,Other,0
No,10.0,10.0,0.0,0.0,310.0,83.0,0.0,1.3,0.0,0.0,13,376.0,Unknown,No,Yes,56.0,5-Low,6,Other,0
No,53.49,50.0,0.0,0.3,674.0,44.0,0.0,0.3,3.0,0.0,13,225.0,130,No,Yes,0.0,5-Low,0,Other,0
Yes,40.84,36.0,50.0,-77.6,737.0,-371.0,0.2,40.0,11.7,4.7,11,81.0,100,No,Yes,36.0,5-Low,1,Other,0
Yes,41.4,50.0,3.0,-1.4,365.0,57.0,0.0,4.0,0.3,1.3,13,399.0,Unknown,No,Yes,0.0,2-High,7,Other,0
No,8.29,5.0,3.0,2.7,3.0,3.0,0.0,0.0,0.3,0.0,25,758.0,Unknown,No,Yes,28.0,1-Highest,8,Other,0
Yes,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,678.0,Unknown,No,Yes,74.0,5-Low,5,Other,0
No,31.98,30.0,0.0,3.0,190.0,-22.0,0.0,6.7,0.3,0.0,31,286.0,130,No,Yes,0.0,1-Highest,1,Other,0
No,55.58,30.0,70.0,12.2,390.0,32.0,0.0,2.7,0.3,2.3,45,656.0,30,No,Yes,38.0,1-Highest,9,Other,0
No,66.58,45.0,65.0,-18.6,523.0,-68.0,1.1,4.7,27.7,1.7,28,13.0,10,No,Yes,56.0,1-Highest,6,Professional,0
No,76.41,75.0,0.0,-1.4,890.0,114.0,0.0,4.0,7.3,6.3,25,262.0,200,No,Yes,62.0,1-Highest,4,Other,0
No,82.35,60.0,60.0,-9.7,577.0,-25.0,0.0,0.7,1.3,21.3,13,388.0,Unknown,No,Yes,0.0,4-Medium,0,Other,0
Yes,49.62,48.0,0.0,0.4,162.0,-66.0,0.0,0.7,1.3,1.0,21,637.0,Unknown,No,Yes,38.0,2-High,7,Other,0
No,37.61,45.0,6.0,-2.6,698.0,-49.0,0.4,4.0,13.0,2.0,13,102.0,150,Yes,Yes,32.0,5-Low,4,Professional,0
Yes,30.5,30.0,0.0,-0.5,85.0,38.0,0.0,1.7,1.0,0.0,18,529.0,Unknown,No,No,0.0,2-High,0,Other,0
No,40.84,30.0,31.0,-10.8,224.0,-86.0,0.0,3.3,0.3,0.0,17,518.0,Unknown,No,No,34.0,7-Lowest,6,Other,0
No,32.49,32.0,0.0,0.0,250.0,10.0,0.0,2.0,2.7,0.3,29,857.0,30,No,Yes,38.0,1-Highest,4,Other,0
No,25.51,30.0,8.0,4.5,97.0,15.0,0.4,0.7,0.0,0.0,35,601.0,30,No,Yes,40.0,3-Good,8,Other,0
No,46.71,45.0,30.0,-10.7,365.0,91.0,0.0,2.3,2.3,0.0,14,428.0,Unknown,No,Yes,30.0,3-Good,9,Professional,0
No,45.37,45.0,22.0,-8.9,1731.0,-66.0,0.0,2.3,2.3,7.0,30,717.0,30,No,Yes,32.0,1-Highest,6,Other,0
No,52.55,43.0,41.0,-12.6,1091.0,67.0,0.1,5.7,15.0,3.0,7,44.0,80,No,Yes,0.0,3-Good,0,Other,0
No,31.75,30.0,0.0,3.3,257.0,7.0,0.0,2.7,1.7,0.7,27,828.0,Unknown,No,No,48.0,4-Medium,8,Professional,0
Yes,51.59,60.0,5.0,-1.6,425.0,-294.0,0.0,6.7,57.7,0.0,9,262.0,Unknown,No,Yes,44.0,3-Good,5,Other,0
No,56.13,50.0,37.0,-8.5,1388.0,-146.0,0.0,1.0,12.0,9.0,10,56.0,130,Yes,Yes,50.0,7-Lowest,6,Other,1
Yes,77.76,30.0,95.0,-47.8,337.0,-300.0,0.0,1.3,0.3,0.3,8,230.0,Unknown,No,Yes,,4-Medium,0,Other,0
No,17.89,10.0,23.0,-5.4,222.0,-1.0,0.0,0.0,0.0,0.0,14,401.0,Unknown,No,Yes,44.0,2-High,9,Other,0
No,52.18,45.0,33.0,-10.7,764.0,484.0,1.7,9.7,2.7,6.7,13,51.0,150,Yes,Yes,56.0,2-High,7,Professional,0
Yes,174.21,50.0,398.0,-119.2,1010.0,-130.0,0.0,4.0,11.7,1.0,11,340.0,Unknown,No,Yes,70.0,3-Good,1,Other,0
No,48.39,45.0,14.0,1.6,289.0,46.0,0.2,5.0,0.3,0.7,17,527.0,Unknown,No,Yes,34.0,2-High,7,Other,0
Yes,47.63,45.0,34.0,12.8,386.0,50.0,0.2,6.0,0.0,4.0,11,307.0,Unknown,No,Yes,,2-High,0,Other,0
No,35.73,45.0,0.0,-0.7,416.0,146.0,0.3,9.0,2.3,0.0,8,149.0,130,No,Yes,0.0,5-Low,6,Other,0
No,39.63,45.0,0.0,-0.2,279.0,-62.0,0.4,1.7,14.0,0.0,13,43.0,150,No,Yes,70.0,5-Low,6,Other,0
Yes,13.34,10.0,18.0,-3.3,24.0,-24.0,0.0,1.3,0.3,0.0,20,329.0,30,Yes,Yes,,6-VeryLow,0,Other,0
No,35.52,33.0,0.0,45.3,232.0,194.0,0.0,0.0,4.7,3.0,11,328.0,Unknown,No,Yes,0.0,3-Good,0,Other,0
Yes,30.27,30.0,0.0,-0.3,12.0,-2.0,0.0,0.0,0.7,0.0,19,439.0,100,No,Yes,58.0,3-Good,4,Crafts,0
Yes,17.24,17.0,0.0,-0.2,8.0,-8.0,0.0,0.7,0.7,12.7,21,622.0,Unknown,No,Yes,86.0,3-Good,1,Other,0
No,34.99,45.0,0.0,0.0,273.0,-21.0,0.0,1.3,0.3,0.0,7,192.0,100,Yes,Yes,26.0,2-High,6,Other,0
No,37.35,40.0,20.0,-7.4,441.0,-55.0,0.0,13.7,4.7,0.0,21,209.0,30,No,No,24.0,3-Good,5,Other,0
No,62.73,60.0,0.0,-3.8,738.0,-22.0,0.1,13.3,18.3,3.0,14,409.0,30,No,Yes,54.0,4-Medium,3,Other,0
No,56.52,50.0,0.0,6.5,195.0,-2.0,6.1,2.3,3.0,0.0,25,375.0,60,No,No,38.0,1-Highest,4,Other,0
No,51.72,60.0,0.0,-0.7,361.0,-77.0,0.0,3.3,0.0,0.0,21,647.0,Unknown,No,Yes,54.0,2-High,3,Other,0
No,30.0,30.0,0.0,0.0,112.0,-51.0,0.0,6.0,0.0,0.3,16,456.0,Unknown,No,Yes,46.0,2-High,7,Other,0
Yes,30.26,40.0,0.0,-0.3,7.0,1.0,0.0,1.0,0.0,0.0,10,305.0,Unknown,No,No,64.0,5-Low,1,Other,0
No,58.34,50.0,22.0,-4.8,508.0,4.0,0.0,13.7,3.7,0.0,21,610.0,Unknown,No,Yes,0.0,4-Medium,0,Other,0
No,53.12,55.0,11.0,4.4,487.0,256.0,0.4,3.7,1.3,0.0,18,533.0,Unknown,No,Yes,46.0,2-High,8,Crafts,0
Yes,35.34,45.0,1.0,-0.4,912.0,-60.0,0.0,2.3,0.7,9.7,25,755.0,Unknown,No,No,76.0,2-High,3,Crafts,0
No,55.0,37.0,49.0,-57.5,532.0,-322.0,0.0,35.7,4.7,0.7,39,351.0,30,No,No,44.0,5-Low,7,Professional,0
No,48.48,45.0,29.0,-10.2,374.0,-80.0,0.0,0.0,0.0,0.0,30,462.0,150,Yes,Yes,0.0,3-Good,3,Other,0
Yes,32.49,32.0,0.0,0.0,88.0,16.0,0.0,1.0,0.0,0.0,26,773.0,Unknown,No,Yes,0.0,2-High,0,Other,0
No,84.41,85.0,0.0,-9.4,176.0,34.0,0.0,0.7,5.7,3.3,20,91.0,150,No,Yes,38.0,3-Good,8,Other,0
No,60.58,55.0,0.0,22.6,206.0,358.0,0.0,2.7,5.7,0.3,22,667.0,Unknown,No,Yes,0.0,4-Medium,7,Other,0
No,30.26,40.0,0.0,-0.3,32.0,-16.0,0.0,0.0,0.0,0.0,6,185.0,Unknown,No,Yes,42.0,2-High,8,Professional,0
Yes,32.49,30.0,0.0,-2.5,76.0,-40.0,0.0,0.3,0.7,1.0,18,560.0,Unknown,No,No,0.0,1-Highest,0,Other,0
No,11.97,10.0,2.0,1.3,113.0,-63.0,1.3,2.7,0.7,0.0,15,441.0,Unknown,No,Yes,0.0,5-Low,0,Other,0
Yes,169.92,55.0,340.0,72.6,1654.0,268.0,1.1,12.3,16.7,8.7,12,97.0,130,Yes,Yes,54.0,3-Good,5,Other,0
Yes,117.71,79.0,116.0,59.3,719.0,143.0,0.0,0.0,0.0,0.0,11,321.0,Unknown,No,Yes,,2-High,0,Other,0
No,46.56,55.0,0.0,-1.6,519.0,-73.0,0.3,6.3,1.0,1.7,11,152.0,30,No,Yes,78.0,5-Low,6,Other,0
No,35.09,45.0,0.0,-0.1,194.0,79.0,0.1,0.0,0.0,0.0,26,784.0,Unknown,No,No,36.0,2-High,9,Other,0
Yes,31.02,30.0,0.0,-1.0,35.0,-35.0,0.0,0.7,0.0,0.0,16,370.0,150,No,Yes,54.0,2-High,8,Professional,0
No,74.5,30.0,126.0,5.9,349.0,26.0,0.0,8.7,0.0,0.3,20,596.0,Unknown,No,Yes,38.0,4-Medium,4,Other,0
No,14.2,10.0,14.0,-4.2,121.0,43.0,0.0,0.7,1.0,1.0,11,326.0,Unknown,Yes,Yes,66.0,5-Low,4,Self,0
No,50.0,50.0,0.0,0.0,285.0,-13.0,0.0,7.3,0.7,0.3,36,1092.0,Unknown,No,No,44.0,1-Highest,5,Other,0
Yes,13.39,10.0,0.0,-2.0,96.0,-42.0,3.4,0.3,0.7,1.7,30,9.0,30,Yes,Yes,0.0,1-Highest,0,Other,0
No,39.88,33.0,18.0,-4.9,136.0,-49.0,0.0,2.0,3.0,0.0,23,710.0,Unknown,No,Yes,0.0,2-High,0,Other,0
No,150.35,103.0,140.0,-43.2,1573.0,-20.0,3.6,2.0,6.0,0.0,43,61.0,10,No,Yes,42.0,1-Highest,4,Other,0
No,364.26,70.0,798.0,-10.9,1586.0,-154.0,0.0,13.3,1.7,1.3,20,586.0,30,No,Yes,0.0,5-Low,3,Other,0
Yes,30.1,40.0,0.0,-0.1,336.0,-134.0,0.0,1.0,4.3,4.0,12,360.0,Unknown,No,No,0.0,4-Medium,3,Other,0
No,15.62,15.0,0.0,-0.6,20.0,2.0,0.0,0.7,0.0,0.0,44,360.0,10,No,No,66.0,3-Good,0,Other,0
No,109.49,83.0,19.0,-18.3,1638.0,-403.0,0.2,24.3,2.3,0.3,49,636.0,30,No,Yes,42.0,1-Highest,4,Professional,0
No,47.07,32.0,27.0,18.8,362.0,88.0,0.3,0.0,0.0,0.0,19,241.0,30,No,Yes,44.0,2-High,4,Other,0
Yes,42.49,42.0,0.0,0.0,130.0,-10.0,0.0,3.0,0.7,0.0,38,1151.0,Unknown,No,No,42.0,1-Highest,9,Other,0
Yes,58.85,45.0,92.0,7.6,1206.0,-168.0,1.6,13.0,2.3,2.7,12,144.0,80,Yes,Yes,54.0,2-High,8,Other,0
Yes,10.84,10.0,3.0,-0.8,10.0,-1.0,0.0,0.0,0.0,0.0,19,586.0,Unknown,Yes,No,42.0,2-High,7,Other,0
Yes,61.99,30.0,93.0,-33.5,352.0,-158.0,0.4,8.0,56.7,0.0,19,570.0,Unknown,No,Yes,56.0,2-High,9,Professional,0
Yes,58.97,60.0,26.0,-7.2,1722.0,-80.0,0.0,12.0,12.0,3.7,11,47.0,150,Yes,Yes,20.0,5-Low,0,Other,1
Yes,77.44,45.0,104.0,31.0,1341.0,163.0,0.0,35.7,0.0,4.0,11,91.0,150,No,Yes,28.0,2-High,9,Other,0
No,43.65,55.0,0.0,2.3,266.0,106.0,3.1,7.7,2.3,7.3,7,219.0,Unknown,No,Yes,52.0,2-High,5,Other,0
No,42.1,45.0,8.0,-6.1,361.0,-161.0,0.0,1.0,2.3,0.7,19,553.0,Unknown,No,Yes,50.0,3-Good,8,Professional,0
No,59.44,60.0,0.0,-9.4,592.0,-186.0,0.0,0.0,0.0,0.0,11,111.0,30,No,Yes,0.0,2-High,0,Other,0
No,118.91,30.0,226.0,-23.0,524.0,-22.0,0.2,5.7,0.3,0.0,11,332.0,Unknown,No,Yes,0.0,1-Highest,0,Other,0
No,54.38,50.0,2.0,-1.1,285.0,-186.0,0.0,3.0,0.7,8.0,17,504.0,Unknown,No,Yes,0.0,5-Low,3,Other,0
Yes,39.09,45.0,0.0,-0.1,220.0,72.0,0.1,1.7,0.7,0.0,12,356.0,Unknown,No,Yes,40.0,2-High,2,Other,0
No,35.96,43.0,0.0,-72.1,0.0,0.0,0.0,0.0,0.0,0.0,12,351.0,Unknown,No,Yes,,6-VeryLow,0,Other,0
Yes,59.38,52.0,18.0,-29.4,852.0,-679.0,0.0,2.7,8.3,42.7,31,568.0,30,No,Yes,44.0,1-Highest,9,Other,0
No,12.03,10.0,0.0,3.1,236.0,-120.0,1.3,0.7,3.3,0.0,16,481.0,Unknown,No,Yes,42.0,2-High,9,Professional,0
No,58.0,58.0,25.0,89.3,568.0,145.0,0.2,2.7,0.0,13.3,11,318.0,Unknown,No,Yes,52.0,5-Low,4,Crafts,0
Yes,39.94,45.0,0.0,1.9,68.0,17.0,0.7,2.0,0.7,0.0,11,326.0,Unknown,No,Yes,50.0,5-Low,7,Other,0
No,55.81,50.0,12.0,-5.8,342.0,-207.0,1.7,1.0,4.0,0.0,12,350.0,Unknown,No,Yes,0.0,3-Good,0,Other,0
No,70.19,50.0,25.0,16.6,540.0,132.0,3.9,15.0,2.0,0.0,20,196.0,80,No,Yes,28.0,2-High,3,Student,0
No,37.28,45.0,0.0,5.6,276.0,108.0,0.0,4.0,0.3,0.7,16,476.0,Unknown,Yes,Yes,0.0,3-Good,1,Other,0
No,31.29,40.0,3.0,-1.3,268.0,-37.0,0.0,1.7,2.3,0.0,10,278.0,Unknown,No,Yes,32.0,1-Highest,6,Other,0
No,49.99,60.0,0.0,0.0,98.0,-28.0,0.0,0.3,0.0,0.0,14,417.0,Unknown,No,Yes,42.0,2-High,6,Professional,0
Yes,100.22,35.0,184.0,39.1,437.0,111.0,0.0,10.7,0.0,0.3,20,61.0,30,Yes,Yes,0.0,2-High,0,Other,0
No,28.8,30.0,0.0,-2.1,156.0,-72.0,1.6,0.7,2.7,0.0,30,477.0,60,No,Yes,0.0,1-Highest,0,Other,0
No,62.66,55.0,15.0,-7.7,534.0,-107.0,0.0,7.0,2.7,3.3,9,269.0,Unknown,No,Yes,0.0,5-Low,2,Other,0
No,205.32,49.0,444.0,72.9,1493.0,425.0,0.0,3.7,5.0,0.3,14,423.0,Unknown,No,Yes,44.0,2-High,7,Professional,0
No,47.04,45.0,12.0,-12.1,566.0,-360.0,6.2,7.7,6.0,0.3,11,236.0,100,No,Yes,30.0,2-High,1,Other,0
No,72.08,60.0,24.0,14.9,694.0,24.0,0.3,8.3,2.0,1.3,11,185.0,150,Yes,Yes,0.0,3-Good,0,Other,0
No,30.48,30.0,0.0,-0.5,85.0,-19.0,0.0,1.0,0.7,0.0,19,575.0,Unknown,No,No,26.0,2-High,9,Other,0
No,30.24,30.0,0.0,-0.2,33.0,12.0,0.0,0.3,0.0,0.0,25,752.0,Unknown,No,No,34.0,2-High,5,Clerical,0
No,77.54,60.0,6.0,-21.1,398.0,-247.0,2.5,5.0,0.0,0.7,17,491.0,Unknown,No,Yes,0.0,5-Low,0,Other,0
No,36.46,43.0,2.0,3.7,1426.0,6.0,0.0,0.0,0.0,0.0,10,295.0,Unknown,No,Yes,52.0,3-Good,9,Professional,0
Yes,50.76,60.0,0.0,-0.8,435.0,-7.0,0.0,1.3,18.7,0.0,10,318.0,Unknown,No,Yes,30.0,2-High,7,Other,0
Yes,29.99,30.0,0.0,0.0,18.0,-18.0,0.0,1.3,0.0,0.0,25,730.0,Unknown,Yes,No,44.0,2-High,9,Other,0
No,30.26,30.0,0.0,-0.3,81.0,0.0,0.0,4.3,0.3,0.0,7,227.0,Unknown,No,Yes,0.0,7-Lowest,0,Other,0
No,159.41,64.0,108.0,-80.4,585.0,-583.0,0.0,9.3,0.3,11.0,17,57.0,150,No,Yes,0.0,6-VeryLow,0,Other,0
No,32.73,30.0,11.0,-4.2,278.0,-18.0,0.5,0.3,1.7,5.0,28,844.0,10,No,No,50.0,1-Highest,6,Professional,0
No,41.17,34.0,39.0,-41.2,988.0,-988.0,0.0,12.3,8.0,12.3,8,70.0,130,Yes,Yes,0.0,5-Low,0,Other,0
No,34.4,30.0,0.0,-1.2,414.0,56.0,0.0,3.0,0.0,0.0,44,231.0,100,Yes,Yes,36.0,1-Highest,6,Professional,0
No,91.99,75.0,11.0,7.6,1292.0,303.0,0.5,15.7,12.7,7.3,11,311.0,Unknown,No,Yes,46.0,4-Medium,4,Other,0
No,33.24,30.0,1.0,0.0,109.0,-79.0,0.0,0.3,1.7,0.0,22,664.0,Unknown,No,Yes,46.0,2-High,1,Other,1
No,47.41,30.0,8.0,8.0,674.0,-75.0,3.8,12.0,16.0,0.7,41,129.0,200,No,Yes,0.0,4-Medium,0,Other,0
No,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,430.0,Unknown,No,Yes,0.0,5-Low,0,Other,0
No,44.11,40.0,28.0,-7.2,467.0,32.0,1.8,0.0,0.0,0.0,13,383.0,Unknown,No,Yes,38.0,2-High,8,Retired,0
Yes,89.36,50.0,120.0,105.2,750.0,731.0,2.8,5.3,1.7,0.0,23,677.0,Unknown,No,Yes,54.0,2-High,3,Other,0
No,272.91,85.0,650.0,-26.0,2173.0,-123.0,3.7,24.0,2.7,0.0,31,289.0,30,No,Yes,34.0,1-Highest,9,Self,0
No,63.19,50.0,46.0,-16.6,912.0,-148.0,4.8,4.3,2.0,0.0,21,613.0,Unknown,No,Yes,46.0,3-Good,3,Other,0
Yes,30.4,30.0,0.0,0.6,82.0,-10.0,0.0,0.7,0.0,0.0,32,532.0,30,No,Yes,0.0,3-Good,8,Other,0
Yes,22.44,17.0,13.0,-3.0,34.0,-8.0,0.0,0.7,0.3,0.0,38,1158.0,Unknown,No,No,36.0,3-Good,8,Other,0
No,17.33,20.0,0.0,-36.7,524.0,-459.0,0.0,6.0,0.3,36.7,9,256.0,Unknown,No,Yes,0.0,5-Low,0,Other,0
No,91.6,68.0,78.0,69.2,1058.0,338.0,0.0,1.7,5.7,11.0,15,127.0,150,No,Yes,48.0,3-Good,4,Other,0
No,34.31,30.0,0.0,1.2,308.0,-166.0,0.0,7.0,1.7,1.0,53,556.0,30,No,Yes,40.0,3-Good,7,Other,0
No,121.93,53.0,203.0,-19.6,655.0,-32.0,0.1,2.0,10.7,3.0,19,574.0,Unknown,No,Yes,0.0,2-High,0,Other,0
No,71.98,40.0,80.0,-32.0,1051.0,-285.0,0.2,3.7,0.7,0.3,37,972.0,30,No,No,32.0,1-Highest,2,Other,0
No,42.77,45.0,6.0,-2.2,240.0,8.0,1.4,4.0,4.3,0.0,6,190.0,Unknown,No,Yes,26.0,2-High,4,Other,0
No,29.99,40.0,0.0,0.0,72.0,41.0,0.0,0.0,0.0,1.7,9,284.0,Unknown,No,Yes,52.0,3-Good,5,Other,0
Yes,60.98,70.0,0.0,0.0,298.0,-279.0,0.0,2.3,5.0,0.0,13,384.0,Unknown,No,Yes,32.0,3-Good,8,Professional,0
No,55.94,50.0,0.0,-1.8,935.0,-83.0,0.0,23.7,3.3,3.7,17,290.0,30,Yes,Yes,24.0,4-Medium,9,Other,0
No,55.38,60.0,3.0,-1.4,1003.0,-189.0,0.0,0.0,0.0,0.0,8,256.0,Unknown,No,Yes,30.0,4-Medium,4,Other,0
No,17.14,17.0,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,35,1072.0,Unknown,No,Yes,46.0,1-Highest,9,Self,0
Yes,42.31,45.0,10.0,0.5,452.0,-20.0,0.0,3.0,13.7,0.0,11,143.0,100,No,Yes,50.0,2-High,7,Other,0
Yes,29.99,40.0,0.0,0.0,42.0,-22.0,0.0,1.7,1.7,0.0,11,320.0,Unknown,No,Yes,44.0,2-High,5,Other,0
No,38.74,45.0,3.0,-3.8,276.0,-119.0,1.2,2.0,0.0,0.0,13,374.0,Unknown,No,Yes,42.0,2-High,7,Other,0
No,89.63,75.0,0.0,6.2,495.0,143.0,0.0,5.3,0.7,0.3,41,128.0,400,No,Yes,0.0,6-VeryLow,0,Other,0
No,58.06,55.0,49.0,-23.1,511.0,230.0,0.0,2.0,4.0,9.3,14,418.0,Unknown,No,Yes,56.0,2-High,9,Professional,0
No,36.56,30.0,0.0,,232.0,,0.0,1.3,0.0,0.3,16,477.0,Unknown,No,Yes,30.0,2-High,5,Professional,0
No,46.25,40.0,38.0,17.2,407.0,62.0,0.1,2.0,3.0,0.0,16,459.0,Unknown,No,Yes,50.0,2-High,9,Professional,0
No,100.08,105.0,0.0,-1.8,352.0,-352.0,0.0,0.3,2.7,0.0,15,115.0,200,No,Yes,38.0,1-Highest,9,Other,0
No,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,1048.0,30,No,No,78.0,1-Highest,6,Professional,0
No,17.14,10.0,20.0,20.0,45.0,116.0,0.0,0.0,0.0,0.0,24,715.0,Unknown,No,No,0.0,3-Good,0,Other,0
No,31.19,30.0,0.0,0.4,24.0,10.0,0.0,0.7,2.0,0.0,23,689.0,Unknown,No,No,64.0,3-Good,6,Professional,1
No,56.14,45.0,13.0,37.1,497.0,96.0,12.3,5.0,2.7,0.0,11,308.0,Unknown,No,Yes,36.0,5-Low,6,Professional,0
No,54.73,45.0,0.0,-9.3,39.0,-38.0,0.6,1.3,0.0,0.0,18,122.0,10,Yes,Yes,0.0,2-High,0,Other,0
No,96.77,45.0,143.0,-43.9,1527.0,-48.0,0.0,29.7,16.3,5.0,15,468.0,Unknown,No,Yes,52.0,4-Medium,5,Other,0
No,47.48,45.0,8.0,-2.5,206.0,-15.0,0.0,3.3,1.3,0.7,7,191.0,Unknown,No,Yes,50.0,3-Good,4,Other,0
No,24.36,9.0,5.0,-5.4,279.0,290.0,0.0,4.7,0.3,0.7,12,231.0,30,Yes,Yes,30.0,6-VeryLow,1,Other,0
Yes,31.0,30.0,0.0,0.0,196.0,-24.0,0.0,2.0,0.3,0.0,19,562.0,Unknown,No,Yes,46.0,2-High,7,Other,0
Yes,94.06,70.0,106.0,-0.1,792.0,-114.0,0.4,14.3,1.7,5.0,21,360.0,10,No,Yes,28.0,5-Low,6,Professional,0
No,65.17,60.0,38.0,-35.7,512.0,-159.0,2.8,10.0,23.7,0.0,10,307.0,Unknown,No,Yes,0.0,2-High,0,Other,0
No,44.97,40.0,0.0,-11.1,284.0,-57.0,0.1,8.3,1.3,0.0,9,121.0,200,No,Yes,50.0,4-Medium,3,Other,0
No,36.48,45.0,0.0,-1.5,50.0,-6.0,0.0,5.3,0.0,0.0,8,214.0,Unknown,No,Yes,66.0,4-Medium,6,Self,0
No,29.99,40.0,0.0,0.0,207.0,-48.0,0.0,5.0,5.3,0.3,14,387.0,130,Yes,Yes,58.0,2-High,6,Professional,0
No,82.63,85.0,0.0,-0.4,730.0,186.0,0.0,7.7,0.7,3.0,19,340.0,30,No,Yes,0.0,5-Low,0,Other,0
No,39.03,40.0,1.0,-8.3,174.0,30.0,0.0,1.7,2.7,0.0,8,106.0,10,Yes,Yes,22.0,1-Highest,1,Other,0
No,102.21,67.0,109.0,49.7,994.0,364.0,10.1,12.0,17.7,0.0,23,57.0,150,No,Yes,48.0,2-High,9,Other,0
No,48.28,54.0,0.0,8.5,430.0,143.0,0.2,1.3,0.3,1.3,12,353.0,Unknown,No,Yes,32.0,6-VeryLow,6,Other,0
No,34.99,45.0,0.0,0.0,199.0,-48.0,0.0,0.0,0.0,0.0,12,342.0,Unknown,No,Yes,30.0,2-High,3,Other,0
No,65.2,40.0,0.0,-24.4,273.0,-27.0,0.0,5.7,0.0,5.3,16,79.0,150,Yes,Yes,52.0,2-High,8,Other,0
Yes,45.66,30.0,21.0,36.5,206.0,116.0,7.2,5.7,0.0,0.0,8,205.0,30,Yes,Yes,38.0,1-Highest,1,Other,0
No,42.89,45.0,20.0,-7.9,150.0,-118.0,0.0,3.0,1.0,0.0,58,495.0,30,Yes,No,26.0,1-Highest,4,Other,0
No,36.34,37.0,8.0,8.2,165.0,105.0,0.0,0.0,1.3,0.0,11,319.0,Unknown,No,Yes,0.0,4-Medium,1,Other,0
